Common Name,Country,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status,Image Url
White Tiger,India,Mammal,Mammalia,Carnivora,Panthera tigris tigris,2022,Endangered,Not Listed,S2,G2,Restricted Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
White-Clawed Crayfish,Europe,Crustacean,Malacostraca,Decapoda,Austropotamobius pallipes,2021,Endangered,Not Listed,S2,G3,Freshwater,https://api.photon.aremedia.net.au/wp-content/uploads/sites/10/Gt/2022/09/12/20213/WEB_GT2201_Crustacean_GT-Seafood-Guide-031.jpg?fit=1200%2C1027
White-Crowned Sparrow,North America,Bird,Aves,Passeriformes,Zonotrichia leucophrys,2021,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
White-Eyed Vireo,North America,Bird,Aves,Passeriformes,Vireo griseus,2021,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
White-Faced Capuchin,Central/South America,Mammal,Mammalia,Primates,Cebus capucinus,2021,Not Listed,Not Listed,S3,G4,Restricted Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
White-Shouldered House Moth,North America,Insect,Insecta,Lepidoptera,Hypomecis cuccullata,2021,Not Listed,Not Listed,S4,G5,Various Habitats,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
White-Tail Deer,North America,Mammal,Mammalia,Artiodactyla,Odocoileus virginianus,2022,Not Listed,Not Listed,S4,G5,Abundant,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
White-Tailed Eagle,"Europe, Asia",Bird,Aves,Accipitriformes,Haliaeetus albicilla,2021,Not Listed,Not Listed,S3,G4,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Whitefish,North America,Fish,Actinopterygii,Salmoniformes,Coregonus spp.,2021,Not Listed,Not Listed,S4,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Whitetail Deer,North America,Mammal,Mammalia,Artiodactyla,Odocoileus virginianus,2022,Not Listed,Not Listed,S4,G5,Abundant,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Whiting,"Europe, North America",Fish,Actinopterygii,Gadiformes,Merlangius merlangus,2021,Not Listed,Not Listed,S3,G5,Marine,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Whoodle,Global,Dog,Mammalia,Carnivora,Poodle Mix,2021,Not Listed,Not Listed,S4,G5,Domestic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82JnIsTofLGG4O4_3JfbfhL4xCsCZjF0JNFzV391E5KIFZrY7FcMKuVBx9lO3NOslW0c&usqp=CAU
Whooping Crane,North America,Bird,Aves,Gruiformes,Grus americana,2021,Endangered,Endangered,S1,G3,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Wild Boar,"Europe, Asia",Mammal,Mammalia,Artiodactyla,Sus scrofa,2021,Not Listed,Not Listed,S4,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wild Rabbit,Global,Mammal,Mammalia,Lagomorpha,Oryctolagus cuniculus,2021,Not Listed,Not Listed,S4,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wild Turkey,North America,Bird,Aves,Galliformes,Meleagris gallopavo,2021,Not Listed,Not Listed,S5,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Wildcat,"Europe, Asia",Mammal,Mammalia,Carnivora,Felis silvestris,2021,Not Listed,Not Listed,S3,G4,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wildebeest,Africa,Mammal,Mammalia,Artiodactyla,Connochaetes taurinus,2022,Not Listed,Not Listed,S2,G4,Migratory,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Willow Flycatcher,North America,Bird,Aves,Passeriformes,Empidonax traillii,2022,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Willow Ptarmigan,Arctic Regions,Bird,Aves,Galliformes,Lagopus lagopus,2021,Not Listed,Not Listed,S3,G5,Arctic and Subarctic,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Willow Warbler,"Europe, Asia",Bird,Aves,Passeriformes,Phylloscopus trochilus,2021,Not Listed,Not Listed,S5,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Winter Moth,North America,Insect,Insecta,Lepidoptera,Operophtera brumata,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Winter White Russian Hamster,Central Asia,Mammal,Mammalia,Rodentia,Phodopus sungorus,2021,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wire Fox Terrier,North America,Mammal,Mammalia,Carnivora,Vulpes vulpes (Canis lupus familiaris),2021,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wirehaired Pointing Griffon,Europe,Mammal,Mammalia,Carnivora,Griffon Bruxellois,2021,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wirehaired Vizsla,Europe,Mammal,Mammalia,Carnivora,Vizsla (Canis lupus familiaris),2021,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wiwaxia,Prehistoric,Mollusk,Mollusca,Polyplacophora,Wiwaxia corrugata,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cdn.pixabay.com/video/2023/06/30/169471-841382876_tiny.jpg
Wobbegong,Australia,Fish,Actinopterygii,Orectolobiformes,Orectolobus spp.,2021,Not Listed,Not Listed,S2,G4,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Wolf,Worldwide,Mammal,Mammalia,Carnivora,Canis lupus,2022,Not Listed,Not Listed,S3,G4,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wolf Eel,North Pacific,Fish,Actinopterygii,Congridae,Anarrhichthys ocellatus,2021,Not Listed,Not Listed,S5,G5,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Wolf Snake,Asia,Reptile,Reptilia,Serpentes,Lycodon capucinus,2021,Not Listed,Not Listed,S4,G4,Southeast Asia,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Wolf Spider,Worldwide,Insect,Arachnida,Araneae,Lycosidae,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Wolffish,North Atlantic,Fish,Actinopterygii,Ophidiiformes,Anarhichas spp.,2021,Not Listed,Not Listed,S3,G4,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Wolphin,Marine,Mammal,Mammalia,Cetacea,(Hybrid of Orcinus orca and Tursiops truncatus),N/A,Not Listed,Not Listed,N/A,G1 (endangered),Hybrid,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wolverine,North America,Mammal,Mammalia,Carnivora,Gulo gulo,2022,Not Listed,Not Listed,S3,G4,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Woma Python,Australia,Reptile,Reptilia,Squamata,Aspidites ramsayi,2021,Not Listed,Not Listed,S2,G4,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Wombat,Australia,Mammal,Mammalia,Diprotodontia,Vombatus spp.,2021,Not Listed,Not Listed,S3,G4,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wood Bison,North America,Mammal,Mammalia,Artiodactyla,Bison bison athabascae,2021,Endangered,Not Listed,S2,G3,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wood Duck,North America,Bird,Aves,Anseriformes,Aix sponsa,2022,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Wood Frog,North America,Amphibian,Amphibia,Anura,Lithobates sylvaticus,2021,Not Listed,Not Listed,S4,G5,Widespread,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Wood Thrush,North America,Bird,Aves,Passeriformes,Hylocichla mustelina,2022,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Wood Tick,North America,Insect,Arachnida,Ixodida,Ixodes scapularis,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Wood Turtle,North America,Reptile,Reptilia,Testudines,Glyptemys insculpta,2021,Threatened,Threatened,S2,G3,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Woodchuck,North America,Mammal,Mammalia,Rodentia,Marmota monax,2022,Not Listed,Not Listed,S5,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Woodlouse,Worldwide,Invertebrate,Arthropoda,Crustacea,Oniscus asellus,2020,Not Listed,Not Listed,S5,G5,Widespread,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Woodlouse Spider,"Europe, North America",Insect,Arachnida,Araneae,Dysdera crocata,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Woodpecker,Worldwide,Bird,Aves,Piciformes,Picidae (family),2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Woodrat,North America,Mammal,Mammalia,Rodentia,Neotoma spp.,2021,Not Listed,Not Listed,S4,G5,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Wool Carder Bee,North America,Insect,Insecta,Hymenoptera,Anthidium manicatum,2020,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Woolly Aphid,Worldwide,Insect,Insecta,Hemiptera,Eriosoma lanigerum,2022,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Woolly Bear Caterpillar,North America,Insect,Insecta,Lepidoptera,Pyrrharctia isabella,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Woolly Mammoth,Prehistoric,Mammal,Mammalia,Proboscidea,Mammuthus primigenius,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Woolly Monkey,South America,Mammal,Mammalia,Primates,Lagothrix spp.,2022,Not Listed,Endangered,S3,G2,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Woolly Rhinoceros,Prehistoric,Mammal,Mammalia,Perissodactyla,Coelodonta antiquitatis,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Worm,Worldwide,Invertebrate,Annelida,Clitellata,Lumbricus terrestris,2020,Not Listed,Not Listed,S5,G5,Widespread,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Worm Snake,North America,Reptile,Reptilia,Serpentes,Carphophis amoenus,2022,Not Listed,Not Listed,S4,G5,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Wrasse,Worldwide,Fish,Actinopterygii,Perciformes,Labridae (family),2021,Not Listed,Not Listed,S4,G5,Widespread,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Writing Spider,North America,Insect,Arachnida,Araneae,Argiope aurantia,2022,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Wrought Iron Butterflyfish,Tropical Oceans,Fish,Actinopterygii,Perciformes,Chaetodon daedalma,2021,Not Listed,Not Listed,S3,G4,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Wryneck,"Europe, Asia",Bird,Aves,Piciformes,Jynx torquilla,2022,Not Listed,Not Listed,S4,G5,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Wyandotte Chicken,North America,Bird,Aves,Galliformes,Gallus gallus domesticus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Wyoming Toad,North America,Amphibian,Amphibia,Anura,Anaxyrus baxteri,2021,Endangered,Endangered,S2,G2,Limited Range,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
X-Ray Fish,South America,Fish,Actinopterygii,Characiformes,Pristella maxillaris,2022,Not Listed,Not Listed,S5,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
X-Ray Tetra,South America,Fish,Actinopterygii,Characiformes,Pristella maxillaris,2022,Not Listed,Not Listed,S5,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Xantus’s Hummingbird,North America,Bird,Aves,Apodiformes,Basilinna xantus,2022,Not Listed,Not Listed,S4,G3,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Xantusia,North America,Reptile,Reptilia,Squamata,Xantusia spp.,2021,Not Listed,Not Listed,S3,G4,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Xeme,North America,Bird,Aves,Charadriiformes,Stercorarius parasiticus,2021,Not Listed,Not Listed,S4,G5,Coastal,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Xenacanthus,Prehistoric,Fish,Chondrichthyes,Elasmobranchii,Xenacanthus spp.,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Xenarthra,South America,Mammal,Mammalia,Xenarthra,Various species,2022,Not Listed,Not Listed,S3,G4,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Xenoceratops,North America,Dinosaur,Reptilia,Dinosauria,Xenoceratops foremostensis,N/A,Not Listed,Not Listed,N/A,G2 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:945
Xenoposeidon,North America,Dinosaur,Reptilia,Dinosauria,Xenoposeidon sp.,N/A,Not Listed,Not Listed,N/A,G2 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:946
Xenops,Central/South America,Bird,Aves,Passeriformes,Xenops minutus,2021,Not Listed,Not Listed,S4,G5,Range Restricted,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Xenopus,Africa,Amphibian,Amphibia,Anura,Xenopus laevis,2021,Not Listed,Not Listed,S3,G5,Limited Range,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Xerus,Africa,Mammal,Mammalia,Rodentia,Xerus spp.,2021,Not Listed,Not Listed,S3,G5,Regional,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Xerus Inauris,Africa,Mammal,Mammalia,Rodentia,Xerus inauris,2021,Not Listed,Not Listed,S3,G5,Regional,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Xiaotingia,Asia,Dinosaur,Reptilia,Dinosauria,Xiaotingia zhengi,N/A,Not Listed,Not Listed,N/A,G2 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:947
Xingu River Ray,South America,Fish,Actinopterygii,Myliobatiformes,Potamotrygon brachyura,2021,Not Listed,Not Listed,S2,G3,Limited Range,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Xiongguanlong,Asia,Dinosaur,Reptilia,Dinosauria,Xiongguanlong baimoensis,N/A,Not Listed,Not Listed,N/A,G2 (extinct),Fossil,https://cf-img-a-in.tosshub.com/sites/visualstory/wp/2024/07/Dinosaur-3.jpeg?size=*:948
Xiphactinus,North America,Fish,Actinopterygii,Osteichthyes,Xiphactinus audax,N/A,Not Listed,Not Listed,N/A,G2 (extinct),Fossil,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Xoloitzcuintli,Mexico,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yabby,Australia,Invertebrate,Arthropoda,Malacostraca,Cherax destructor,2021,Not Listed,Not Listed,S4,G5,Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Yacare Caiman,South America,Reptile,Reptilia,Crocodylia,Caiman yacare,2021,Not Listed,Not Listed,S3,G4,Range Restricted,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Yak,Central Asia,Mammal,Mammalia,Artiodactyla,Bos grunniens,2021,Not Listed,Not Listed,S4,G4,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yakalo,Central Asia,Mammal,Mammalia,Artiodactyla,Bos grunniens x Bos taurus,2021,Not Listed,Not Listed,S4,G4,Hybrid,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yakutian Laika,Russia,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yarara,South America,Reptile,Reptilia,Squamata,Bothrops alternatus,2021,Not Listed,Not Listed,S3,G4,Range Restricted,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Yellow Anaconda,South America,Reptile,Reptilia,Serpentes,Eunectes notaeus,2021,Not Listed,Not Listed,S3,G4,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Yellow Aphid,Worldwide,Insect,Arthropoda,Hemiptera,Aphis gossypii,2021,Not Listed,Not Listed,S4,G5,Agricultural Pest,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Yellow Bass,North America,Fish,Actinopterygii,Perciformes,Morone mississippiensis,2021,Not Listed,Not Listed,S3,G4,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Yellow Bellied Sapsucker,North America,Bird,Aves,Piciformes,Sphyrapicus varius,2021,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yellow Belly Ball Python,Africa,Reptile,Reptilia,Serpentes,Python regius,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Yellow Bullhead Catfish,North America,Fish,Actinopterygii,Siluriformes,Ameiurus natalis,2021,Not Listed,Not Listed,S3,G4,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Yellow Cobra,Africa,Reptile,Reptilia,Serpentes,Naja nivea,2021,Not Listed,Not Listed,S3,G4,Regional,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Yellow Crazy Ant,Worldwide,Insect,Arthropoda,Hymenoptera,Anoplolepis gracilipes,2021,Not Listed,Not Listed,S4,G5,Invasive,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Yellow Jacket Wasp,North America,Insect,Arthropoda,Hymenoptera,Vespula germanica,2021,Not Listed,Not Listed,S4,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Yellow Labrador Retriever,Worldwide,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yellow Mongoose,Africa,Mammal,Mammalia,Carnivora,Cynictis penicillata,2021,Not Listed,Not Listed,S3,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yellow Perch,North America,Fish,Actinopterygii,Perciformes,Perca flavescens,2021,Not Listed,Not Listed,S4,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Yellow Sac Spider,North America,Insect,Arachnida,Araneomorphae,Cheiracanthium inclusum,2020,Not Listed,Not Listed,S2,G4,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
